age,income,savings,expenses,debt
25,10000,1000000,9043,365143
30,0,1000000,67103,663684
40,0,100000,16519,105498
21,0,1000000,11442,469767
60,35,80000,22360,282281
40,35,100000,96481,458091
35,20000,20000,61757,666573
35,0,80000,53487,318383
60,0,1000000,22446,538884
33,0,1000,32681,222610
60,35,50000,21824,911301
23,35,1000,36312,393441
30,20000,1000,65920,220567
24,90,50000,28411,462619
35,10000,100000,71391,37025
40,0,100000,94914,176457
24,75,100000,2505,179269
40,20000,20000,62160,519424
21,75,100000,63683,792148
20,0,20000,31632,363285
44,18000,1000000,30753,331511
70,20000,80000,62891,161403
70,18000,100000,49357,878416
40,10000,50000,11906,307916
40,10000,80000,60394,916920
25,90,1000,96000,902437
22,0,100000,84149,455271
44,0,5000,33167,468956
33,0,20000,49942,710922
22,75,50000,86882,981089
70,0,5000,35112,131105
20,75,80000,61723,859448
22,0,5000,57182,119997
30,20000,20000,81087,634442
44,20000,80000,32513,6691
40,10000,5000,42973,291271
35,18000,1000,22495,257329
55,30,1000,89480,273381
44,30,100000,26602,729837
24,35,5000,10467,831500
21,100,50000,98365,470542
23,20000,5000,35235,472350
40,18000,1000000,19888,307625
55,0,80000,86396,306736
20,35,80000,83485,715577
40,0,80000,7890,945007
21,0,20000,42985,667120
40,75,1000000,15806,549067
21,35,50000,90581,748958
21,10000,20000,57323,812150
35,0,80000,76827,993957
44,18000,50000,94524,944047
44,0,5000,10927,505384
60,0,80000,99997,850232
25,75,5000,76677,996992
24,20000,100000,27554,884831
33,35,1000,85715,374166
70,18000,80000,60788,725751
35,10000,1000000,19395,611515
44,75,80000,26050,501228
35,35,80000,94956,517167
20,0,80000,43955,53448
55,75,1000,8304,419885
70,0,100000,63296,565757
70,0,1000000,21557,718141
40,100,1000,29315,488064
30,200,100000,12482,767624
70,18000,1000,47225,301523
24,0,80000,64923,512273
35,0,1000,45456,656171
22,18000,1000,3561,542180
33,0,100000,60479,312463
23,75,5000,46413,700031
35,10000,80000,32315,925099
60,0,20000,69569,544851
44,20000,50000,29717,554650
33,90,1000000,40679,442788
21,0,1000,46036,613083
35,30,5000,24893,952549
30,90,100000,10410,62484
24,10000,80000,34465,157934
33,18000,20000,38858,728455
25,30,100000,48336,12768
70,75,5000,74387,517884
35,10000,5000,2361,288213
70,10000,1000,93303,233732
33,20000,100000,87695,131593
60,0,5000,63800,676913
55,75,5000,53753,398377
24,30,1000000,82904,586763
33,0,80000,86273,973179
23,100,5000,55297,569368
55,0,80000,66896,419535
25,18000,100000,68287,66124
30,100,1000000,7813,662159
60,0,100000,5946,229302
25,0,1000000,22520,749679
70,0,5000,25434,398599
22,90,5000,70067,691545
44,0,1000000,8723,279840
60,0,1000,98272,10250
25,90,5000,83680,488534
30,30,1000,38433,610324
60,0,80000,78086,969879
23,0,80000,12116,319821
24,75,80000,42570,880035
22,75,50000,41235,804407
24,35,1000,54319,652423
35,0,1000,35989,271981
25,30,100000,82049,355191
20,75,1000,52974,810469
35,0,50000,1488,565244
20,100,100000,92695,211101
24,100,100000,87561,463029
23,18000,50000,65022,397929
21,35,50000,46467,787959
60,0,1000,82413,381538
33,0,20000,48126,327400
35,35,1000,54830,372803
22,18000,20000,99137,99806
21,0,80000,75632,721997
55,200,80000,90668,171058
35,20000,20000,40003,141554
22,0,80000,59253,8461
60,0,50000,5967,891492
60,35,1000000,43751,334279
23,35,100000,8087,809529
24,200,20000,20756,356631
33,0,80000,48058,972006
60,30,1000,11161,247058
23,18000,100000,68648,247174
60,0,1000,37128,898361
44,10000,20000,88921,143032
21,0,1000000,40307,608328
24,75,1000,75422,494685
25,0,20000,32765,876082
30,0,80000,93206,457978
20,18000,1000,35430,847865
21,20000,100000,98372,252774
24,10000,50000,10158,349976
21,0,80000,2607,35430
55,100,20000,48795,2466
60,0,80000,83462,630323
33,0,1000,76825,51778
22,0,50000,49100,110766
20,90,1000,4521,144940
60,20000,20000,27562,89005
30,18000,100000,80024,131636
60,90,50000,56363,578975
70,0,1000,27907,894840
24,30,80000,68639,851126
55,0,50000,55767,626065
21,0,20000,76861,337192
25,18000,1000,98533,113605
20,0,1000000,96040,629335
23,18000,1000000,74975,880803
44,90,20000,37626,679829
55,10000,50000,52471,399521
35,75,100000,90255,419464
25,0,1000000,55610,80700
55,200,1000000,4485,420255
30,0,20000,82405,988145
70,200,100000,68543,875201
33,200,100000,72578,512233
23,90,100000,6660,708039
55,0,5000,72140,166197
40,0,20000,21925,796463
24,35,50000,88342,533832
23,20000,20000,29000,444833
55,0,5000,13496,93194
23,20000,80000,98716,850704
44,0,5000,11091,745288
24,18000,80000,90979,880850
30,35,1000000,30865,644205
24,100,50000,37579,3335
23,200,5000,81038,943183
30,30,80000,34994,538869
60,0,80000,42429,321812
60,35,20000,43090,79677
60,200,1000000,27548,381052
24,75,100000,69075,480925
21,35,50000,82934,967950
70,0,5000,60459,813688
22,20000,100000,93541,731761
22,18000,50000,43011,366607
55,35,80000,99949,133618
33,90,1000000,27492,516073
24,0,5000,45911,406031
33,30,80000,92609,2176
60,0,20000,52629,368284
23,0,80000,70105,561212
25,35,20000,92116,46107
23,18000,50000,57360,937229
60,0,100000,68199,57056
30,0,100000,95057,115944
24,0,20000,90017,964720
21,100,80000,79575,829323
22,0,100000,58082,276544
70,0,100000,28953,328229
22,30,50000,95397,595642
35,35,1000000,50616,931668
24,200,5000,76831,196966
24,90,1000,83067,211315
35,0,50000,14824,633417
21,100,50000,86290,510833
55,0,80000,33522,147197
20,0,100000,9624,780082
22,10000,80000,89728,361032
22,0,100000,9441,862309
44,200,5000,33062,412344
20,10000,1000,60446,576284
24,35,20000,19519,957018
20,30,1000,2258,344227
40,0,1000,87736,789036
60,0,1000000,16079,484398
70,0,100000,60413,322847
30,20000,100000,11194,415296
22,10000,100000,69561,919746
20,200,1000,3660,133081
44,18000,50000,16928,709339
35,0,20000,44004,945692
25,20000,1000000,78651,591958
30,0,5000,41782,529342
20,0,1000000,31525,793961
23,10000,5000,47713,491833
24,0,5000,76118,107882
24,0,5000,29259,344381
55,0,20000,42454,829275
44,18000,50000,67686,106932
21,10000,20000,45334,108562
55,20000,5000,10061,370842
40,0,20000,30098,251113
25,10000,20000,41373,98967
30,10000,1000,29289,171420
25,20000,50000,54197,757728
30,0,80000,72114,343882
35,18000,50000,17964,914328
23,200,1000,1566,268037
70,0,1000,98540,843149
25,30,1000,19330,705588
40,18000,50000,74141,308815
22,75,1000000,91744,310793
60,200,50000,48369,486015
70,0,1000,17631,933981
70,18000,80000,11643,930326
60,75,80000,79665,392439
30,0,1000,16614,222091
21,30,50000,89505,513480
30,20000,1000,54069,757906
40,0,5000,48264,230840
55,200,80000,3642,165862
35,200,5000,20433,556559
25,75,80000,68736,659675
44,0,5000,79218,579211
33,75,20000,17879,574687
21,0,1000000,99216,667045
21,20000,100000,41052,343229
20,10000,100000,17298,386883
55,75,20000,59271,482424
44,0,50000,94726,137538
60,20000,5000,60127,867710
44,18000,20000,65073,873582
70,200,1000000,84623,950692
44,10000,1000,2477,201196
30,18000,50000,83786,73821
22,0,80000,68732,59020
55,30,80000,4707,847372
23,75,5000,41367,334723
44,10000,5000,24188,117606
25,0,50000,34182,698992
20,18000,1000000,47248,670454
21,100,1000,17037,60893
70,18000,50000,52724,585048
22,30,1000,29615,483027
20,0,5000,45391,322581
24,18000,1000,71982,78620
24,0,50000,44817,668073
35,0,80000,25637,197261
33,10000,80000,2719,434374
33,10000,1000000,4637,263260
40,75,80000,78053,31744
21,0,1000,56477,359375
25,30,5000,71604,105514
70,0,1000000,69755,886094
21,35,20000,81277,61767
25,30,100000,63842,179098
60,20000,100000,10808,275818
24,200,1000000,67073,176375
33,0,80000,81459,610733
21,0,20000,50122,767340
22,30,50000,55317,271251
40,10000,5000,14596,410158
70,20000,50000,53192,952208
35,0,100000,46026,323472
25,200,1000,64917,627597
60,30,1000000,59158,873137
40,0,1000000,34177,744563
60,75,20000,11320,899348
24,0,5000,45422,592612
22,0,1000,42668,668525
25,0,1000,44448,932871
55,0,20000,6063,727759
24,35,100000,23564,211714
25,75,5000,54036,718382
30,0,20000,25734,680455
30,0,1000,24143,398359
44,0,1000000,20837,957140
44,20000,1000000,65507,274579
60,10000,5000,59459,163343
33,90,1000,56150,714813
30,35,5000,45015,657593
60,30,80000,47904,613328
70,30,20000,34343,441944
30,0,50000,43834,214879
35,200,50000,86461,943959
22,0,100000,23843,931529
33,20000,20000,67859,9297
55,75,5000,16128,887709
44,90,1000000,2476,799394
23,30,1000000,37349,366671
70,0,1000,93697,147919
21,30,20000,43927,474767
21,0,20000,17098,941757
33,90,80000,72518,620007
40,75,50000,43864,302225
22,10000,5000,61239,429205
22,0,1000,97580,737728
35,20000,20000,54196,489329
20,90,5000,68463,222983
24,90,20000,15558,738014
30,0,5000,33460,623750
35,0,50000,24960,938755
55,18000,1000000,91267,327678
21,0,80000,46969,185770
22,100,1000000,17153,771494
40,100,1000000,94278,542443
33,35,80000,55431,416264
25,10000,5000,19371,890857
25,75,80000,18181,768012
21,75,5000,58034,8655
70,35,1000,58812,157055
44,90,1000000,30498,672411
44,0,80000,18976,294209
21,18000,20000,49060,143313
23,10000,1000,13316,554920
25,20000,20000,57932,769987
55,100,50000,54034,922373
60,35,50000,11306,532427
60,0,100000,60124,727452
30,0,50000,72478,290226
55,0,5000,86878,254026
25,0,20000,77527,58005
24,18000,100000,11752,95783
21,0,100000,57362,533165
25,100,20000,13976,200155
22,0,1000,55986,445905
24,0,50000,8912,664982
30,20000,5000,62103,78718
40,0,5000,61913,349224
24,75,100000,56493,195880
22,200,5000,24038,632298
25,0,1000000,51003,352251
30,100,20000,50973,337471
21,18000,100000,40393,980164
70,100,5000,90911,448440
60,0,5000,99067,506949
24,200,50000,41094,927015
30,18000,50000,42537,792282
22,75,80000,26495,322074
22,20000,20000,25090,890522
22,0,20000,65501,885393
55,75,1000,57051,320154
70,0,100000,44559,491951
35,0,100000,91857,576033
33,0,5000,3685,600200
21,0,1000000,36678,214342
25,0,1000000,23468,835591
40,0,50000,29235,677334
25,0,100000,23818,711980
35,0,50000,53089,191196
60,0,5000,1828,60456
44,200,80000,52067,887314
22,0,20000,52565,98534
33,0,50000,14753,972195
40,20000,5000,91544,212441
40,100,5000,96290,162981
44,20000,50000,44310,352990
23,18000,5000,8622,361149
24,10000,100000,89412,833451
22,30,50000,6120,732156
20,0,50000,60957,493499
55,200,50000,32042,931833
33,90,100000,31710,577842
55,18000,80000,91508,128977
30,0,50000,35974,275558
20,200,1000000,40250,776078
21,0,1000000,29441,276650
21,0,80000,14511,158310
21,90,1000,36360,667144
21,18000,20000,4150,800881
25,200,50000,90049,161446
70,0,1000000,93188,121370
60,0,1000000,8947,168318
30,0,50000,70752,652815
70,30,80000,7231,486014
21,0,80000,65946,827252
55,0,1000000,6676,182961
25,75,1000,66285,334936
40,90,5000,37588,456626
70,0,1000,86871,162912
33,0,100000,42691,581529
23,20000,1000000,32171,488602
30,0,20000,54766,148192
40,20000,50000,46925,384061
35,0,80000,56898,411498
55,0,5000,92207,213531
23,30,80000,25642,601023
70,0,80000,76675,124673
20,200,1000000,75932,161776
30,18000,80000,77581,939155
21,90,80000,55063,38074
30,0,80000,81290,592431
23,90,80000,70994,569255
60,0,100000,75868,814461
70,10000,100000,10155,517832
25,75,1000000,10777,127447
40,10000,20000,61824,910356
30,18000,20000,77248,913061
70,0,20000,63913,487314
20,75,50000,19298,222547
70,75,80000,67220,196737
22,75,50000,2211,749647
55,10000,1000000,79324,491667
44,0,20000,8231,792486
23,10000,20000,90725,879138
55,90,80000,83265,458445
40,18000,5000,94648,922143
40,100,1000000,60952,109010
70,0,100000,69204,523009
70,200,1000000,9269,591510
33,35,80000,97570,493215
44,0,1000000,70582,723211
21,10000,50000,34593,221963
25,0,50000,43916,229509
23,0,1000000,35896,894035
24,90,80000,80942,515037
30,0,20000,97713,294362
44,0,50000,63149,198345
35,0,80000,92080,577827
24,0,1000000,71892,161829
44,0,80000,83097,27656
23,75,20000,6831,499170
60,35,50000,61685,661729
33,0,5000,20157,565575
40,18000,1000,17527,206553
60,18000,20000,17211,979125
25,0,20000,78164,158364
24,10000,20000,23306,541940
21,20000,20000,48486,477827
22,0,1000000,43588,777832
60,200,80000,61259,709874
20,0,50000,42568,370459
30,20000,1000,88459,534820
40,10000,1000000,5930,870514
33,0,1000000,99836,762315
20,90,100000,20132,400397
25,200,1000,36043,32565
23,10000,20000,84302,260226
24,0,1000,59933,959779
25,0,80000,21021,821694
21,100,1000000,94789,12016
35,0,100000,45809,883274
20,200,20000,31180,532599
30,0,1000,65152,183098
24,75,20000,35863,450478
20,0,50000,46012,857960
44,0,50000,11060,917066
44,75,20000,43438,718486
22,100,1000000,37164,726775
60,100,1000000,93486,565890
60,0,5000,20540,30604
70,0,80000,85109,887649
70,18000,5000,68689,265206
20,0,5000,62945,458777
55,35,80000,48159,715342
44,90,20000,7603,866963
30,20000,1000000,6862,962608
60,18000,1000,51212,679917
70,10000,20000,61240,691291
55,30,1000,19789,26847
21,0,1000000,99722,732458
25,0,1000,88249,11326
22,75,50000,48751,736855
60,75,1000000,42846,665794
55,10000,20000,46831,216828
30,0,50000,41430,564166
70,0,100000,45136,549984
30,90,50000,84045,359469
21,35,50000,23220,311275
25,0,50000,39077,781232
24,0,80000,5704,294416
21,0,20000,32363,168166
25,20000,20000,66499,634885
33,0,20000,66363,570757
30,0,1000,30587,103396
40,100,1000000,79583,226288
60,20000,5000,47415,544589
23,0,50000,38693,603551
40,10000,80000,26519,897584
35,20000,80000,8877,296995
33,18000,5000,18904,799617
30,0,50000,59974,688460
22,20000,80000,72061,756216
60,0,80000,26764,143035
20,0,5000,68206,588904
60,200,1000,53898,138774
35,0,1000,3131,145583
24,20000,50000,82665,348453
21,18000,5000,3081,155355
70,10000,50000,61117,805824
33,0,5000,21987,439068
21,0,50000,54714,373389
21,200,50000,68500,847977
25,90,20000,30018,661590
44,75,1000,43025,941548
25,0,1000,14920,248202
20,0,1000,43531,207047
44,100,1000000,98941,845966
70,0,100000,20016,580057
44,100,1000000,16672,751542
20,200,1000000,55352,656746
55,0,5000,50894,456859
60,20000,20000,34257,825987
25,90,80000,40149,525445
30,0,5000,86680,760794
21,0,50000,11270,546222
40,0,20000,20521,770487
55,35,5000,8398,174949
35,0,80000,58299,960889
35,10000,80000,92527,840841
40,0,1000,4409,697248
24,0,20000,74525,192373
44,100,1000000,58312,2551
24,20000,50000,95362,199240
24,0,1000,61940,187836
35,0,5000,16559,731884
24,18000,5000,89194,672937
44,0,1000000,74175,327160
20,30,50000,19747,897165
55,0,50000,84693,663924
70,18000,50000,16697,931244
24,0,5000,62486,705596
70,10000,50000,95015,612687
70,30,80000,71591,167147
30,30,20000,93698,638732
55,75,80000,76251,808091
35,18000,1000000,32481,781885
20,0,1000,29153,410824
70,0,5000,81332,113089
24,75,50000,76012,474964
60,20000,5000,98540,851761
33,18000,1000,41897,769395
24,100,20000,72858,918232
35,75,1000000,75205,811767
55,75,80000,48293,394753
70,90,1000,2186,823710
33,0,5000,14031,113250
60,0,1000000,80498,731433
44,0,80000,46547,334431
24,20000,1000,68428,43716
55,0,100000,1513,48182
24,0,100000,60749,206284
70,18000,50000,34880,195091
21,35,80000,48904,732534
35,75,1000,51231,164676
70,90,5000,1106,756805
35,0,1000000,50768,513256
21,0,5000,42409,296510
23,0,20000,44878,19153
55,90,50000,35225,426077
35,0,80000,71193,786086
44,0,1000000,2133,937319
33,18000,100000,17569,594830
24,200,20000,74802,850437
24,20000,50000,86473,849182
70,18000,1000000,36817,183838
20,0,80000,5355,322879
23,0,100000,49217,885612
25,20000,80000,88343,376192
24,0,100000,42195,39928
23,0,20000,95629,910703
24,10000,100000,87383,695817
33,20000,1000,72027,261778
35,90,80000,69998,92501
21,0,50000,77077,477588
40,0,50000,2420,317845
44,30,5000,91672,972824
21,10000,1000,81732,872843
25,100,20000,41888,273893
22,75,50000,9598,172203
22,0,1000000,66573,821493
25,0,1000000,35373,373514
55,0,20000,79669,463720
21,0,80000,98475,979028
30,0,50000,69153,161300
20,0,50000,93400,193847
20,0,5000,4425,64887
25,100,20000,42864,815096
60,100,100000,6949,876617
23,0,20000,14424,808452
40,100,5000,30426,813837
22,18000,5000,18839,136607
25,30,20000,33596,266137
55,0,80000,17804,330825
22,0,1000000,99344,825079
24,30,80000,92752,791437
30,0,1000,29920,390906
20,30,100000,60637,561013
60,18000,80000,6513,912522
23,200,50000,72527,625318
35,20000,1000000,2307,328917
20,100,20000,41181,82663
21,0,50000,52055,770838
70,90,80000,23987,848689
24,0,1000,79005,786025
40,0,20000,18922,186882
60,100,1000,3793,308180
33,0,50000,28140,581015
70,10000,20000,93595,413578
21,20000,5000,10754,404777
30,35,1000000,57459,321644
55,20000,5000,81046,228943
22,0,1000000,38871,936409
23,200,100000,90913,619628
24,18000,1000000,31730,602399
33,0,80000,65336,588220
35,200,100000,94828,246556
24,75,1000000,25191,317994
40,10000,5000,77462,516023
40,75,1000,24078,199905
33,75,100000,3904,276704
25,0,20000,10212,90576
21,0,20000,65581,389480
55,30,20000,91835,909416
55,18000,100000,78469,755425
25,20000,1000,59059,827007
33,90,50000,20684,561592
70,30,5000,35502,283162
33,90,80000,74346,529096
55,90,80000,46376,627363
22,30,80000,75028,299764
25,200,80000,74358,514726
25,0,50000,50276,230884
35,0,100000,80671,282015
20,20000,80000,71741,198325
22,0,20000,91351,328773
70,0,80000,7751,562819
22,75,80000,1897,916482
40,0,1000,5161,2431
25,20000,80000,23636,600695
55,0,100000,82221,77148
55,18000,5000,16957,931374
30,10000,5000,47249,395724
25,0,5000,65603,456599
60,90,80000,18334,138744
25,18000,1000000,30434,213654
24,100,50000,63264,926750
24,90,80000,58232,188076
20,0,5000,35923,893306
40,0,20000,33165,184435
21,35,50000,78478,527510
20,10000,1000000,30394,244418
23,0,5000,82582,939241
22,10000,1000,47221,696830
35,30,100000,31216,753680
23,0,50000,74092,185060
33,0,1000000,67464,828895
23,0,1000,52539,932957
30,30,20000,89420,997429
20,90,1000,59224,729887
35,90,1000000,8134,289955
20,0,5000,21692,878069
60,75,5000,2670,270652
21,0,1000000,93011,737435
33,0,1000000,47120,226665
23,0,5000,38130,219763
70,20000,100000,16683,876162
24,0,50000,25748,436494
40,100,50000,83562,352454
21,20000,80000,53577,97164
40,30,1000000,78423,108449
70,75,1000,44939,632524
40,20000,80000,87357,424974
25,0,1000,79676,93032
24,0,1000,94029,39425
25,30,1000000,9404,552220
22,30,5000,33582,799811
60,100,1000000,68286,593659
24,0,5000,95849,408114
44,75,1000,51938,494518
40,90,20000,70322,410970
23,18000,50000,95322,510942
40,10000,20000,53890,635643
35,0,20000,98203,283667
33,100,100000,30475,3422
21,0,20000,35201,690800
30,0,5000,21445,285657
23,0,80000,70095,753079
24,30,1000,93268,446815
33,0,100000,74085,631034
40,0,80000,17672,813519
40,0,80000,81521,485242
33,100,20000,71669,870983
22,0,1000000,90282,684617
40,0,1000,27270,950249
23,200,1000000,24306,819034
44,0,20000,69788,216939
33,90,80000,14314,995579
35,0,5000,93660,687755
60,0,1000000,18468,16036
21,0,20000,87078,803322
60,0,5000,31385,671409
21,0,80000,31886,372120
21,20000,100000,89246,565361
25,100,20000,80788,666222
22,0,20000,85213,630733
24,90,80000,7382,686431
21,35,100000,3404,170845
35,0,80000,73709,173829
70,0,20000,76276,829630
22,75,50000,54429,837885
25,90,20000,23429,424466
30,0,50000,60293,91690
21,0,80000,93457,85938
55,75,1000,91051,162011
40,18000,80000,24689,719297
25,30,1000,71049,919138
30,18000,1000,85462,710410
60,35,50000,71295,624413
23,200,1000,2467,900890
22,90,80000,17077,23669
40,100,80000,6779,633822
44,35,20000,98275,828785
30,0,80000,51190,309337
30,35,80000,22241,905285
55,90,1000000,94004,313970
44,35,50000,98426,755304
60,0,1000000,21575,993237
60,100,50000,97347,272971
24,20000,5000,76134,475830
33,0,100000,79132,91923
22,0,100000,1552,834464
60,35,100000,2235,668228
44,90,50000,59113,933310
23,0,80000,79322,314590
55,0,50000,55278,86483
24,0,100000,93664,367814
20,0,1000,83993,56651
20,35,5000,59846,458064
70,0,100000,62413,808756
70,35,5000,60340,306808
25,90,100000,59166,118198
24,0,80000,88602,186301
25,20000,1000,34483,271011
33,100,80000,12304,833919
21,0,1000,90795,923802
22,10000,20000,86333,614797
21,90,100000,99360,178569
60,18000,1000000,16703,542639
20,0,20000,32484,778419
23,90,5000,33526,813195
20,0,20000,78028,550455
60,200,1000,21341,166751
24,20000,1000000,7335,404158
33,100,80000,13225,435005
33,0,50000,59180,995594
35,18000,1000,55591,894449
33,0,5000,70149,513215
24,30,1000,84115,46518
33,10000,80000,52316,10753
60,20000,1000,55561,614968
20,0,5000,35848,595382
24,0,20000,47652,974009
21,90,50000,4136,531180
55,100,5000,21431,218941
60,0,5000,39709,121471
22,0,100000,88750,997014
23,10000,1000000,64039,695796
20,10000,50000,53498,966059
23,0,20000,46612,840415
35,35,80000,44482,373201
24,200,100000,88701,249914
60,200,80000,7567,179215
70,200,1000000,49127,977898
60,0,1000000,55360,94983
40,35,100000,79768,586491
35,90,50000,59669,717840
22,30,20000,14704,558304
70,0,50000,41068,815399
23,100,1000,31541,256227
60,0,50000,69781,359148
25,30,1000000,90061,243830
22,0,20000,41928,372042
55,18000,1000,2062,715736
21,75,50000,30220,754948
24,0,50000,98029,635402
30,30,50000,54901,696270
35,35,50000,57986,68517
60,0,100000,2232,66049
22,20000,1000000,51634,653041
21,30,80000,85680,489022
40,0,20000,52318,374285
21,20000,5000,14211,782008
23,18000,1000,11786,405152
23,200,1000000,26833,284132
21,0,20000,2215,93356
24,100,50000,91352,243621
22,0,5000,75733,52547
60,0,80000,92209,151408
22,18000,80000,51923,833749
40,100,80000,62576,321530
21,0,1000000,25228,224961
40,0,80000,18092,518310
20,0,100000,31642,183396
40,200,5000,44441,15237
21,20000,50000,27436,513004
25,30,50000,44040,992995
22,90,100000,1981,146823
40,75,5000,22905,226714
40,90,100000,40158,327962
25,30,20000,63633,150428
22,0,80000,82426,841872
55,35,20000,19512,168388
70,0,80000,27993,302246
33,0,1000000,88691,71024
44,100,20000,64057,571314
22,0,5000,48340,186112
44,0,5000,73871,864480
22,75,80000,83706,452987
35,75,5000,68930,286840
25,10000,100000,49132,121484
70,35,50000,57393,3114
55,35,5000,2755,90346
25,35,20000,98410,742986
35,75,100000,6982,426887
60,35,5000,9211,504266
20,100,5000,51221,478202
70,90,80000,60870,50212
23,0,1000,44205,158568
44,18000,1000,64764,796190
40,20000,100000,40674,79160
44,18000,5000,98507,895849
30,90,1000000,7523,391521
30,200,1000,78523,668960
40,30,20000,3597,307771
60,30,5000,23130,587205
33,20000,80000,16323,988248
23,0,50000,80842,620500
23,0,20000,71734,247377
55,0,80000,66256,917090
35,75,1000000,91493,894076
30,20000,1000000,45699,622152
60,0,1000000,24299,713913
35,0,5000,23833,541230
40,0,1000000,64561,870033
35,0,20000,91752,526962
21,90,5000,7485,639410
21,30,50000,38085,900749
40,0,50000,89724,323523
22,0,1000000,90674,673825
25,0,80000,85964,782432
70,0,20000,88076,394041
33,200,50000,10240,301043
25,10000,5000,63336,803362
20,0,50000,38311,283496
24,35,1000000,50354,716689
33,0,50000,23165,556752
60,0,80000,54488,990606
21,10000,80000,23169,881844
22,0,100000,20377,915261
70,200,80000,83025,397126
44,75,50000,22152,874311
21,0,100000,33970,634677
20,90,1000,48054,446225
33,20000,1000000,93739,468328
24,0,1000,16733,914975
60,10000,1000000,40918,358323
70,20000,1000000,18653,363003
23,18000,5000,93659,133027
60,0,100000,1524,869422
40,20000,100000,69013,383857
30,0,1000000,42742,638867
40,200,20000,18522,807050
70,0,5000,72750,497795
35,100,20000,16194,450941
35,0,80000,46661,766880
21,0,5000,68670,88265
21,100,1000000,57307,818950
33,0,50000,43725,838063
22,90,5000,40094,479516
20,200,50000,43371,270630
44,0,5000,34980,82944
70,35,50000,8736,363168
60,75,1000,39632,127967
60,10000,50000,99619,324013
25,90,50000,60896,916885
22,30,1000000,58162,463971
33,30,50000,15930,640558
25,0,50000,36648,779762
25,200,100000,73550,596897
20,20000,1000000,37699,238791
40,0,1000000,84383,718454
70,0,5000,73459,890107
44,200,1000,41423,535369
60,0,5000,1829,633586
24,0,50000,1329,746924
24,20000,5000,81640,384626
60,0,5000,64215,381235
20,30,20000,82798,715164
35,200,5000,84983,755308
24,0,100000,83789,16363
44,75,1000,65635,337968
40,20000,80000,82372,125563
55,0,20000,86847,288283
70,90,5000,4517,731846
24,90,1000000,40884,59857
24,0,1000,43954,926448
22,35,100000,83117,738572
22,20000,80000,44898,89081
40,20000,80000,61101,897771
24,0,1000,95937,681796
22,100,1000,37547,617607
40,18000,100000,88623,30965
35,0,5000,3875,765159
44,75,50000,36204,548694
55,35,5000,4985,664546
60,35,20000,87896,275088
70,20000,20000,13765,765797
44,0,100000,29867,144265
44,0,5000,55540,539792
60,30,50000,79080,99781
55,35,100000,49931,457293
24,0,20000,95776,490278
44,35,100000,70013,491072
40,0,100000,75062,327630
30,35,50000,66826,902615
24,75,1000000,12235,501735
70,0,20000,37963,389691
23,0,80000,28327,672972
55,200,1000,12415,159682
22,0,100000,99085,457739
25,0,80000,65002,940306
40,0,50000,43528,893415
70,0,5000,1385,963016
23,35,5000,45225,644957
44,0,80000,31567,629718
24,0,50000,25204,306270
30,0,20000,51313,906836
44,75,1000000,40952,632132
35,35,100000,64045,364666
40,0,50000,33076,36376
20,30,5000,53407,131918
25,200,100000,23368,599874
33,90,5000,31802,567277
25,30,1000000,98711,513871
33,100,1000,63657,43764
44,90,50000,20781,499789
44,0,1000,25123,936329
33,10000,20000,40652,946881
35,20000,100000,3805,336842
35,0,100000,59545,114147
55,0,20000,69560,609051
35,30,100000,28416,515882
40,18000,20000,99407,974847
23,0,80000,41905,226858
22,0,5000,95405,766952
35,10000,50000,67825,780618
23,30,80000,65456,965760
70,200,1000,27006,1733
44,0,80000,65029,577557
21,0,1000000,84308,380363
25,0,20000,66851,82040
30,75,1000000,77929,342960
35,75,20000,56730,461767
44,18000,100000,69854,932665
20,0,1000000,53490,670865
44,10000,50000,76032,90438
25,10000,5000,51317,603034
33,0,50000,8627,67864
70,0,5000,22845,331939
22,0,50000,6885,69204
24,0,100000,4306,87099
55,0,100000,35686,985565
60,0,1000,78896,915344
40,0,50000,75755,967510
20,0,1000000,20918,927206
33,0,100000,47342,152620
60,20000,50000,43786,9914
35,30,100000,34603,589198
35,0,100000,97776,585630
33,10000,1000,84515,183147
33,0,1000000,95282,688649
22,75,20000,7803,159099
22,200,1000000,44944,39205
40,0,80000,51330,191835
21,18000,1000000,38916,817998
24,0,1000,34130,800457
70,0,5000,55318,774910
25,20000,20000,25019,140486
25,0,20000,65454,144164
70,0,80000,23876,800734
20,0,20000,25723,850303
24,0,80000,99852,915620
33,0,80000,28452,865057
30,90,100000,36063,394326
23,20000,1000,37000,500901
33,0,1000000,62483,924779
21,0,1000000,52944,457230
23,90,1000000,47754,867986
24,18000,50000,43865,836650
20,18000,1000000,95697,992970
33,30,1000000,88619,97592
33,75,20000,77059,78010
60,75,5000,61817,279796
23,10000,1000,22363,443803
60,0,50000,89253,570133
33,18000,80000,13135,338778
21,0,50000,54857,902990
20,0,20000,18686,803206
70,90,50000,5170,828189
40,10000,100000,10756,598821
70,0,100000,4705,787350
35,18000,1000000,21940,354674
25,0,1000,87507,385593
30,100,20000,3359,416208
24,0,100000,42049,854679
70,90,1000,83112,392678
44,75,100000,99711,789387
21,75,100000,30332,772571
33,35,50000,59968,587165
60,75,5000,28804,875134
25,0,100000,25499,83619
44,0,20000,12627,163538
25,35,5000,26663,964816
23,90,100000,86269,656399
55,0,1000000,97640,792099
